Name,BVN,Age,Occupation,LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance
Podkulb,#N/A,32,Accountant,1000,30348.01,2572,12,3,4,645.25,233,0,67.82,162.46,286.93
Podkulb,#N/A,32,Accountant,1018.59,30348.01,2572,12,3,2,645.25,235,0,67.82,173.87,305.52
Podkulb,#N/A,32,Accountant,1069.17,30348.01,2572,12,3,4,645.25,236,0,67.82,93.28,356.1
Ronaldo,#N/A,16,Scientist,2051.19,61437,5114.75,18,3,21,1405.26,134,1,126.8,125.55,519.13
Vidya Ranganathanb,#N/A,34,Mechanic,1553.92,19854.12,1425.51,14,3,9,1213.8,116,1,48.21,82.44,291.91
Vidya Ranganathanb,#N/A,34,Mechanic,1522.95,19854.12,1425.51,14,3,14,1213.8,117,1,48.21,123.4,260.94
Vidya Ranganathanb,#N/A,34,Mechanic,1549.82,19854.12,1425.51,14,3,12,1213.8,119,1,48.21,96.54,287.81
Vidya Ranganathanb,#N/A,34,Mechanic,1536.21,19854.12,1425.51,14,3,12,1213.8,122,1,48.21,110.15,274.2
N.g,#N/A,19,Manager,750.15,5275675,7005.63,11,0,7,274.48,311,0,0,514.89,475.67
N.g,#N/A,20,Manager,943.54,87247.62,7005.63,11,0,7,274.48,318,0,0,301.5,669.06
Aradhana Aravindanw,#N/A,23,Lawyer,1517.58,88752.26,7109.02,3,1,6,1180.26,218,0,72.52,643.58,264.8
Aradhana Aravindanw,#N/A,23,Lawyer,1794.4,88752.26,7109.02,3,1,6,1180.26,223,0,72.52,356.76,541.62
Peter Lauriav,#N/A,50,Lawyer,1489.95,20222.09,1864.17,6,3,1,1084.12,265,0,31.82,20.59,374.01
Drazeny,#N/A,29,Developer,1511.78,34378.87,3014.91,6,0,19,1020.66,196,0,0,50.37,491.12
Drazeny,#N/A,29,Developer,1430.27,34378.87,3014.91,6,0,19,1020.66,199,1,0,151.88,409.61
Drazeny,#N/A,29,Developer,1373.18,34378.87,3014.91,6,0,21,1020.66,203,1,0,228.97,352.52
Tim McLaughlinr,#N/A,31,Musician,2405.83,40306.66,3532.89,25,9,21,2089.29,69,1,200.11,326.75,116.43
Tim McLaughlinr,#N/A,31,Musician,2336.13,40306.66,3532.89,25,9,23,2089.29,70,0,200.11,396.46,46.73
B.d,#N/A,40,Mechanic,37048.75,19013.29,1495.44,3,1,7,193.58,219,0,36506,37.05,349.17
B.d,#N/A,40,Mechanic,541.61,19013.29,1495.44,3,1,7,193.58,221,0,13.33,91.52,334.7
B.d,#N/A,41,Mechanic,696.97,19013.29,1358.08,3,1,7,193.58,223,0,150.69,53.51,352.7
B.d,#N/A,41,Mechanic,656.77,19013.29,1358.08,3,1,10,193.58,224,0,150.69,103.71,312.5
Katharinar,#N/A,40,Writer,1997.89,156153.24,13058.77,7,1,8,1074.05,346,0,87.5,662.03,836.34
Katharinar,#N/A,40,Writer,2382.86,156153.24,13058.77,7,1,7,1074.05,347,0,87.5,237.07,1221.31
Katharinar,#N/A,40,Writer,1647,156153.24,13058.77,7,1,4,1074.05,348,0,87.5,1012.93,485.45
Carrickf,#N/A,30,Engineer,1598.15,88556.7,7158.72,8,1,14,732.51,284,0,60.74,100.24,804.9
Carrickf,#N/A,30,Engineer,1223.01,88556.7,7158.72,8,1,9,732.51,285,0,60.74,515.38,429.76
Carrickf,#N/A,30,Engineer,1570.35,88556.7,7158.72,8,1,12,732.51,288,0,60.74,118.04,777.1
J.f,#N/A,40,Accountant,2386.64,57700.16,4864.35,22,5,19,1728.05,221,1,221.76,87.84,436.83
J.f,#N/A,40,Accountant,56063.72,57700.16,4864.35,22,5,20,1728.05,222,1,54003,222.01,332.67
J.f,#N/A,40,Accountant,2119.44,57700.16,4864.35,22,5,17,1728.05,223,0,221.76,365.04,169.63
Clement Tana,#N/A,29,Entrepreneur,2684.73,9474.16,745.51,30,2,14,2370.05,112,0,15,49.87,299.68
Clement Tana,#N/A,29,Entrepreneur,2659.94,9474.16,745.51,30,2,18,2370.05,114,1,15,54.66,274.89
Clement Tana,#N/A,30,Entrepreneur,2673.56,9474.16,745.51,30,2,15,2370.05,117,1,15,61.04,288.51
Clement Tana,#N/A,30,Entrepreneur,2687.08,9474.16,745.51,30,2,15,2370.05,119,1,15,37.51,302.03
Yeep,#N/A,41,Musician,1608.1,109621.56,9335.13,6,1,10,740.23,332,1,86.75,315.64,781.12
Sinead Carewb,#N/A,23,Media_Manager,1813.1,37990.27,3247.86,10,2,3,1394.62,352,0,41.33,166.3,377.15
Sinead Carewb,#N/A,23,Media_Manager,1822.57,37990.27,3247.86,10,2,4,1394.62,355,0,41.33,156.83,386.62
Sinead Carewb,#N/A,23,Media_Manager,1842.82,37990.27,3247.86,10,2,5,1394.62,356,0,41.33,156.58,406.87
Sinead Carewb,#N/A,23,Media_Manager,1887.7,37990.27,3247.86,10,2,3,1394.62,357,0,41.33,71.7,451.75
Sinead Carewb,#N/A,23,Media_Manager,1807.93,37990.27,3247.86,10,2,3,1394.62,358,0,41.33,171.47,371.98
Sinead Carewb,#N/A,23,Media_Manager,1775.72,37990.27,3247.86,10,2,3,1394.62,359,0,41.33,203.68,339.77
Johnsonr,#N/A,34,Developer,2859.69,17517.69,1373.81,29,6,20,2520.94,147,1,45.71,88.63,293.04
Johnsonr,#N/A,34,Developer,2816.62,17517.69,1373.81,29,6,19,2520.94,148,1,45.71,131.71,249.97
Johnsonr,#N/A,35,Developer,2810,17517.69,1373.81,29,6,22,2520.94,150,1,45.71,138.32,243.35
Jessica Wohlf,#N/A,22,Musician,1893.62,117551.96,9720,20,4,20,981.69,216,1,344.17,320.07,567.76
Jessica Wohlf,#N/A,22,Musician,2041.58,117551.96,9720,20,4,22,981.69,217,1,344.17,152.11,715.72
Jessica Wohlf,#N/A,23,Musician,1564.26,117551.96,9720,20,4,21,981.69,219,1,344.17,669.43,238.4
Annc,#N/A,29,Media_Manager,1642.03,134993.79,11462.48,9,3,9,629.16,190,0,280.84,383.38,732.03
Annc,#N/A,29,Media_Manager,1850.72,134993.79,11462.48,9,3,9,629.16,193,0,280.84,164.69,940.72
Luciaw,47200771517,28,Mechanic,1538.01,15806.7,1300.22,6,2,7,1204.86,375,0,18.14,86.88,315.01
Luciaw,47200771517,28,Mechanic,1547.93,15806.7,1300.22,6,2,10,1204.86,376,0,18.14,66.96,324.93
Luciaw,47200771517,28,Mechanic,1568.39,15806.7,1300.22,6,2,13,1204.86,378,0,18.14,56.5,345.39
Tajitsuy,#N/A,22,Doctor,4474.84,15148.68,1082.39,28,5,21,4154.81,154,1,49.08,78.21,270.95
Tajitsuy,#N/A,23,Doctor,4421.99,15148.68,1082.39,28,5,19,4154.81,156,1,49.08,131.05,218.1
Tajitsuy,#N/A,23,Doctor,4486.31,15148.68,1082.39,28,5,19,4154.81,159,1,49.08,36.73,282.42
Tajitsuy,#N/A,23,Doctor,4434.85,15148.68,1082.39,28,5,16,4154.81,160,1,49.08,118.2,230.96
Milesi,#N/A,23,Architect,956.95,918988,2808.44,11,3,20,603.03,298,0,60.79,206.93,293.13
Milesi,#N/A,23,Architect,1067.71,30821.3,2808.44,11,3,17,603.03,299,0,60.79,76.17,403.89
Milesi,#N/A,23,Architect,956.4,30821.3,2808.44,11,3,17,603.03,302,0,60.79,197.47,292.58
Ann Saphirq,#N/A,22,Musician,2641.02,74780.48,6340.71,24,4,13,1978.87,158,1,227,221.93,435.15
Ann Saphirq,#N/A,22,Musician,2751.89,74780.48,6340.71,24,4,13,1978.87,159,1,227,101.05,546.02
Katyav,#N/A,30,Musician,1108.19,10300.9,695.41,17,2,12,833.93,251,0,15.1,85.28,259.16
riant,#N/A,27,Manager,512.85,27286.53,2279.88,18,0,13,302.21,194,0,0,307.34,210.64
riant,#N/A,27,Manager,715.73,27286.53,2279.88,18,0,13,302.21,195,0,0,104.47,413.52
Eriks,#N/A,34,Entrepreneur,1435.88,101275.8,8537.65,6,0,10,616.95,385,1,0,324.83,818.93
Browno,#N/A,23,Media_Manager,3329.33,15786.96,1376.58,27,9,16,3008.98,87,1,101.97,107.31,218.38
Browno,#N/A,23,Media_Manager,3319.29,15786.96,1376.58,27,9,16,3008.98,89,1,101.97,117.35,208.34
Davidc,#N/A,45,Media_Manager,1492.62,36779.9,2854.99,10,0,0,1015.81,313,0,0,48.69,476.81
Davidc,#N/A,46,Media_Manager,1453.71,36779.9,2854.99,10,0,4,1015.81,318,0,0,137.6,437.9
Hlag,#N/A,34,Scientist,1135.64,15375.98,1348.33,3,0,13,769.87,380,0,0,59.06,365.77
Sherileea,#N/A,42,Musician,1379.1,67321.96,5834.16,2,2,8,1254.76,338,0,70.76,749.08,53.58
Sherileea,#N/A,42,Musician,1657.24,67321.96,5834.16,2,2,8,1254.76,341,0,70.76,470.94,331.72
Sherileea,#N/A,42,Musician,2028.99,67321.96,5834.16,2,2,8,1254.76,342,0,70.76,49.18,703.47
Tom Billg,#N/A,18,Writer,349.06,82329.56,6765.8,15,2,11,66.36,70,1,92.07,673.89,190.63
Tom Billg,#N/A,18,Writer,921.43,82329.56,6765.8,15,2,11,66.36,71,1,92.07,61.52,763
Jan Schwartzp,#N/A,43,Mechanic,740.97,44964.22,3898.02,15,3,18,210.15,396,1,75.41,108.99,455.41
Shalal-Esat,#N/A,28,Manager,1415.57,32853.95,2772.83,2,1,8,1044.27,365,0,15.18,195.99,356.12
Brownc,#N/A,40,Developer,2175.03,134947.24,11293.6,16,4,18,1085.51,225,0,321.23,279.85,768.29
Granto,15549176876,38,Architect,751.7,30321.95,2251.83,6,4,11,305.09,205,0,70.47,18.58,376.14
Granto,15549176876,38,Architect,663.28,30321.95,2251.83,6,4,9,305.09,209,0,70.47,126.99,287.72
Greg Roumeliotisk,#N/A,17,Doctor,4171.35,18153.18,1735.77,34,5,15,3830.47,102,1,66.62,122.7,274.26
Greg Roumeliotisk,#N/A,18,Doctor,72753.18,18153.18,1735.77,34,5,15,3830.47,103,1,68603,57.24,319.71
Nelsonn,#N/A,47,Teacher,2222.44,112938.08,9562.51,9,1,8,1398.69,325,0,91.37,382.51,732.38
Bartunekz,#N/A,25,Doctor,2292.1,120922.26,10367.86,4,2,2,1169.18,253,0,126.73,153.87,996.19
Dominique Vidalony,#N/A,28,Developer,1572.7,75524.26,6118.69,10,4,7,852.62,190,0,167.29,141.79,552.79
Dominique Vidalony,#N/A,28,Developer,1539.51,75524.26,6118.69,10,4,7,852.62,192,0,167.29,184.98,519.6
Dominique Vidalony,#N/A,28,Developer,1526.98,75524.26,6118.69,10,4,7,852.62,193,0,167.29,187.51,507.07
Dominique Vidalony,#N/A,28,Developer,1657.06,11719968,6118.69,10,4,8,852.62,194,0,167.29,47.43,637.15
Dominique Vidalony,#N/A,28,Developer,1647.87,75524.26,6118.69,10,4,7,852.62,196,0,167.29,56.62,627.96
Cooperw,#N/A,26,Doctor,1749.33,87843.69,7280.31,2,3,6,1009.12,188,0,153.69,237.82,586.52
Cooperw,#N/A,26,Doctor,67998.75,87843.69,7280.31,2,3,3,1009.12,191,0,66581,455.71,408.63
Lisa Baertleinr,#N/A,21,Lawyer,1079.6,67639.38,5679.62,7,2,10,423.26,314,0,96.25,191.62,560.09
Karen Freifelds,#N/A,41,Journalist,2007.52,66349.96,5333.16,16,4,11,1740.14,144,1,165.03,555.95,102.35
Seetharamanv,#N/A,36,Musician,751.71,47509.94,3891.16,4,3,18,316.87,211,0,93.83,214.27,341.01
Flitterq,#N/A,50,Mechanic,922.79,29043.12,2149.26,12,0,8,489.94,298,0,0,32.08,432.85
Flitterq,#N/A,50,Mechanic,763.9,29043.12,2149.26,12,0,5,489.94,300,0,0,230.97,273.96
Flitterq,#N/A,51,Mechanic,872.65,29043.12,2149.26,12,0,11,489.94,301,0,0,82.21,382.71
Flitterg,#N/A,24,Writer,3439.74,15139.13,1459.59,17,7,17,3168.37,90,1,79.27,164.58,192.1
Flitterg,#N/A,25,Writer,3492.03,15139.13,1459.59,17,7,19,3168.37,91,1,79.27,112.3,244.39
Jed Horowitzc,#N/A,35,Manager,2529.88,19294.46,1392.87,22,8,20,2233.25,232,1,86.27,132.66,210.36
Nateg,37544878457,30,Manager,1699.38,54734,4607.17,8,4,14,1241.94,218,1,155.37,263.28,302.07
Busvinen,#N/A,36,Writer,3073.24,19012.94,1805.41,31,2,17,2670.43,95,0,25.16,27.73,377.65
Busvinen,#N/A,36,Writer,3027.09,19012.94,1805.41,31,2,14,2670.43,96,1,25.16,73.88,331.5
Busvinen,#N/A,36,Writer,2994.66,19012.94,1805.41,31,2,17,2670.43,101,1,25.16,126.31,299.07
Lynchj,48396848779,40,Journalist,3105.82,37840.64,2913.39,5,2,16,2641.91,181,1,60.68,77.43,403.23
Conort,#N/A,55,Developer,2231.46,91432.44,7840.37,9,3,10,1279.64,363,0,183.21,72.22,768.61
Conort,#N/A,55,Developer,2212.3,91432.44,7840.37,9,3,13,1279.64,365,0,183.21,91.38,749.45
Conort,#N/A,55,Developer,2023.56,91432.44,7840.37,9,3,10,1279.64,368,0,183.21,290.12,560.71
Yoko Kubotam,#N/A,19,Architect,3129.94,45559.59,3860.63,24,5,15,2663.43,190,1,138.81,209.56,327.7
Yoko Kubotam,#N/A,19,Architect,3035.9,45559.59,3860.63,24,5,15,2663.43,191,1,138.81,293.6,233.66
Yoko Kubotam,#N/A,19,Architect,3066.67,45559.59,3860.63,24,5,15,2663.43,196,1,138.81,242.82,264.43
Nadia Damouniy,#N/A,35,Scientist,662.03,22115.44,1732.95,8,4,7,326.16,395,0,60.85,107.43,275.02
Nadia Damouniy,#N/A,35,Scientist,669.75,22115.44,1732.95,8,4,4,326.16,397,0,60.85,89.71,282.74
Silvia Ognibenei,#N/A,29,Accountant,309.18,8865.63,670.8,16,3,10,7.64,131,1,13.34,0,288.2
Silvia Ognibenei,#N/A,29,Accountant,308.55,8865.63,670.8,16,3,7,7.64,132,1,13.34,16.17,287.57
Nick Brownd,#N/A,36,Lawyer,1032,115661.32,9349.44,13,2,18,59.91,381,0,115.04,202.85,857.05
Nick Brownd,#N/A,36,Lawyer,707.06,115661.32,9349.44,13,2,18,59.91,382,0,115.04,557.79,532.11
Nick Brownd,#N/A,37,Lawyer,1141.52,115661.32,9349.44,13,2,18,59.91,383,0,115.04,93.33,966.57
Nick Brownd,#N/A,37,Lawyer,834.79,115661.32,9349.44,13,2,18,59.91,387,0,115.04,420.06,659.84
Garciaw,#N/A,32,Scientist,2722.9,14560.43,1250.37,20,6,13,2353.97,159,1,47.63,46.11,321.3
Garciaw,#N/A,32,Scientist,2718.19,14560.43,1250.37,20,6,13,2353.97,160,0,47.63,50.81,316.59
Garciaw,#N/A,32,Scientist,2662.37,14560.43,1250.37,20,6,13,2353.97,163,1,47.63,106.64,260.77
Garciaw,#N/A,33,Scientist,2663.7,14560.43,1250.37,20,6,13,2353.97,166,1,47.63,75.31,262.1
Lukew,#N/A,32,Developer,1639.67,18237.78,1475.81,19,7,24,1362.04,199,0,88,159.95,189.63
Toonkelc,#N/A,44,Media_Manager,77988.27,44134.06,3661.84,9,3,1766,809.59,278,0,76671,26.58,507.68
Matt Dailyl,#N/A,22,Architect,1560.51,38261.7,3088.48,12,4,17,1194.12,309,0,84.71,212.46,281.68
Matt Dailyl,#N/A,22,Architect,1649.08,38261.7,3088.48,12,4,17,1194.12,314,0,84.71,103.89,370.25
Matt Dailyl,#N/A,22,Architect,1685.93,38261.7,3088.48,12,4,17,1194.12,315,0,84.71,107.04,407.1
Emi Emoton,#N/A,20,Manager,2254.3,127285.41,10507.12,6,1,5,1141.72,335,0,66.38,178.14,1046.2
Emi Emoton,#N/A,20,Manager,2323.07,127285.41,10507.12,6,1,5,1141.72,336,0,66.38,119.37,1114.97
Emi Emoton,#N/A,20,Manager,2238.52,127285.41,10507.12,6,1,4,1141.72,339,0,66.38,203.91,1030.42
Sedau,#N/A,53,Journalist,450.26,93163.52,7828.63,9,3,13,13.57,310,0,149.07,626.17,287.62
Sedau,#N/A,53,Journalist,636.18,93163.52,7828.63,9,3,11,13.57,311,0,149.07,450.25,473.54
Sedau,#N/A,53,Journalist,809.31,93163.52,7828.63,9,3,13,13.57,312,0,149.07,247.12,646.67
Sedau,#N/A,53,Journalist,780.8,93163.52,7828.63,9,3,10,13.57,313,0,149.07,265.63,618.16
Doris Frankelh,#N/A,25,Entrepreneur,65217.88,125597.52,10277.46,12,4,7,1294.94,360,0,63284,300.58,638.94
Doris Frankelh,#N/A,25,Entrepreneur,2921.9,125597.52,9367.5,12,4,9,1294.94,363,0,1278.19,570.75,348.77
Rodrigo Camposn,#N/A,53,Scientist,2037.97,94187.25,7696.94,4,1,12,1154.51,243,0,41.73,126.24,841.73
Rodrigo Camposn,#N/A,53,Scientist,1781.49,94187.25,7696.94,4,1,12,1154.51,247,0,41.73,422.72,585.25
Warnera,#N/A,16,Musician,1614.99,7650.15,910.51,29,6,22,1306.52,144,1,28.11,32.58,280.36
Warnera,#N/A,16,Musician,1637.44,7650.15,910.51,29,6,22,1306.52,145,0,28.11,10.12,302.81
Warnera,#N/A,16,Musician,1564.73,7650.15,910.51,29,6,22,1306.52,148,1,28.11,122.84,230.1
McLaughlinc,#N/A,23,Scientist,2716.24,15937.74,1144.15,33,3,25,2432.09,154,1,38.42,110.27,245.73
McLaughlinc,#N/A,23,Scientist,2745.47,15937.74,1144.15,33,3,22,2432.09,155,1,38.42,61.04,274.96
Laub,#N/A,43,Writer,2191.23,7893.88,900.82,17,5,19,1883.89,142,1,24,42.74,283.34
Laub,#N/A,43,Writer,2162.36,7893.88,900.82,17,5,19,1883.89,143,1,24,91.61,254.47
Laub,#N/A,44,Writer,2193.87,7893.88,900.82,17,5,19,1883.89,145,1,24,70.1,285.98
Svea Herbst-Baylissa,#N/A,27,Teacher,1540.37,7598.19,759.18,10,3,8,1237.88,224,1,13.91,23.44,288.58
Doug Palmerl,#N/A,33,Entrepreneur,3180.55,73417.48,6001.12,20,4,19,2402.05,137,1,163.71,71.61,614.79
Doug Palmerl,#N/A,33,Entrepreneur,2854.97,73417.48,6001.12,20,4,19,2402.05,140,1,163.71,437.19,289.21
Doug Palmerl,#N/A,33,Entrepreneur,3149.86,23640663,6001.12,20,4,19,2402.05,141,1,163.71,92.29,584.1
Doug Palmerl,#N/A,33,Entrepreneur,3141.08,73417.48,6001.12,20,4,19,2402.05,143,1,163.71,101.08,575.32
Karenp,#N/A,33,Architect,1450.49,174098.52,14496.21,3,4,1,27.94,236,0,535.59,267.07,886.96
Karenp,#N/A,33,Architect,1504.29,174098.52,14496.21,3,4,3,27.94,239,0,535.59,213.27,940.76
Nick Brownw,#N/A,28,Doctor,3333.2,58539.84,4794.32,32,8,21,2735.13,68,0,236.56,131.36,361.51
Nick Brownw,#N/A,29,Doctor,82883.05,58539.84,4794.32,32,8,21,2735.13,74,1,79792,176.95,355.92
Pinskerp,#N/A,52,Scientist,1259.22,51410.98,4012.25,16,0,12,743.41,319,0,0,135.42,515.81
Pinskerp,#N/A,52,Scientist,1168.32,51410.98,4012.25,16,0,11,743.41,324,0,0,246.32,424.91
Pinskerp,#N/A,52,Scientist,25791.83,51410.98,4012.25,16,0,11,743.41,325,0,24566,168.8,482.42
Alex Frewy,#N/A,48,Developer,1774.66,34960.25,3045.35,16,0,11,1364.64,280,0,0,184.52,410.02
Greg Roumeliotisq,#N/A,27,Developer,2679.23,17685.79,1186.82,22,3,17,2382.63,154,1,40.26,102.08,256.34
Greg Roumeliotisq,#N/A,28,Developer,2708.62,17685.79,1186.82,22,3,17,2382.63,159,0,40.26,72.69,285.73
Greg Roumeliotisq,#N/A,28,Developer,2646.56,17685.79,1186.82,22,3,15,2382.63,161,1,40.26,144.76,223.67
Chadbourne,#N/A,37,Scientist,2916.79,18618.23,1654.52,16,4,10,2574.41,216,1,55.73,93.08,286.65
Chadbourne,#N/A,37,Scientist,2938.64,18618.23,1654.52,16,4,8,2574.41,218,1,55.73,51.23,308.5
Chees,#N/A,28,Architect,2801.04,8044.13,396.34,29,5,24,2511.75,230,0,32.8,40.34,256.49
Chees,#N/A,28,Architect,2788.48,8044.13,396.34,29,5,21,2511.75,231,1,32.8,32.9,243.93
Chees,#N/A,28,Architect,2824.06,8044.13,396.34,29,5,19,2511.75,232,1,32.8,17.32,279.51
Soham Chatterjeem,#N/A,33,Lawyer,1181.48,14184.94,1038.08,6,3,5,849.98,253,0,26.37,12.31,305.13
Robert-Jan Bartuneky,#N/A,49,Teacher,49065.62,81815.31,7036.94,3,1,17,437.82,193,0,47818,94.22,809.8
Alan Wheatleyo,#N/A,22,Musician,2315.85,19803.82,1526.32,25,5,17,1958.78,146,0,73.58,85.56,283.49
Alan Wheatleyo,#N/A,22,Musician,2306.61,19803.82,1526.32,25,5,17,1958.78,150,1,73.58,64.8,274.25
Alan Wheatleyo,#N/A,22,Musician,2308.31,19803.82,1526.32,25,5,17,1958.78,151,1,73.58,93.1,275.95
Nathan Laynew,#N/A,21,Teacher,1249.38,28699.48,2434.62,19,2,17,813.45,92,0,37.19,57.53,398.74
Nathan Laynew,#N/A,22,Teacher,1273.85,28699.48,2434.62,19,2,17,813.45,95,1,37.19,33.06,423.21
Arunaz,#N/A,31,Writer,4552.42,11026482,1671.24,32,6,25,4247.08,25,1,64.15,131.78,241.19
Arunaz,#N/A,31,Writer,4621.55,20942.88,1671.24,32,6,25,4247.08,30,0,64.15,52.64,310.32
Soyoung Kiml,#N/A,32,Doctor,25628.82,115362.96,9764.58,2,4,9,50.69,235,0,25318,738.17,260.13
Soyoung Kiml,#N/A,32,Doctor,30403.76,115362.96,9764.58,2,4,10,50.69,236,0,30237,892.23,116.07
Soyoung Kiml,#N/A,32,Doctor,1169.58,115362.96,9764.58,2,4,7,50.69,237,0,248.16,97.57,870.73
Julien Toyeri,#N/A,21,Doctor,1692.58,19355.62,1728.97,9,2,19,1294.09,65,1,25.55,64.41,372.94
Patrick Temple-Westj,#N/A,48,Engineer,523.87,19462.93,1611.91,8,4,10,160.3,384,0,45.06,37.62,318.51
Patrick Temple-Westj,#N/A,49,Engineer,451.54,19462.93,1611.91,8,4,10,160.3,385,0,45.06,159.95,246.18
Tom Polansekg,#N/A,28,Accountant,1899.75,9434.84,903.24,34,5,25,1602.76,159,1,33.33,83.33,263.66
Tom Polansekg,#N/A,28,Accountant,1892.24,9434.84,903.24,34,5,25,1602.76,162,1,33.33,80.84,256.15
Fiona Ortizu,#N/A,23,Engineer,2300.94,151515.68,12885.31,11,3,10,1078.49,218,0,362.42,316.08,860.03
Fiona Ortizu,#N/A,23,Engineer,2186.27,151515.68,12885.31,11,3,11,1078.49,220,0,362.42,440.75,745.36
Tom Bergine,#N/A,36,Doctor,1866.49,33905.67,2541.47,16,4,10,1425.2,200,1,67.14,52.85,374.15
Tom Bergine,#N/A,36,Doctor,1875.22,33905.67,2541.47,16,4,10,1425.2,201,1,67.14,94.12,382.88
Tom Bergine,#N/A,37,Doctor,1776.6,33905.67,2541.47,16,4,11,1425.2,204,1,67.14,182.75,284.26
Tom Bergine,#N/A,37,Doctor,1633.21,33905.67,2541.47,16,4,10,1425.2,206,1,67.14,336.13,140.87
Jedw,#N/A,20,Musician,2214.95,128275.84,10390.65,17,0,13,1171.85,200,0,0,275.96,1043.1
Laurao,#N/A,24,Developer,2314.13,19043.09,1699.92,20,3,21,1950,65,1,45.04,85.86,319.09
Whitemana,#N/A,41,Teacher,1121.51,63248.98,5456.75,4,3,10,424.98,290,0,119.48,109.15,577.05
Whitemana,#N/A,41,Teacher,1033.88,63248.98,5456.75,4,3,10,424.98,291,0,119.48,196.77,489.42
Whitemana,#N/A,41,Teacher,1083.06,63248.98,5456.75,4,3,10,424.98,293,0,119.48,137.6,538.6
Whitemana,#N/A,42,Teacher,1063.98,63248.98,5456.75,4,3,10,424.98,297,0,119.48,156.68,519.52
Yinkad,#N/A,35,Manager,489.38,31433.97,2798.5,16,0,18,188.89,397,0,0,259.36,300.49
Yinkad,#N/A,35,Manager,552.5,31433.97,2798.5,16,0,16,188.89,398,0,0,206.24,363.61
Anna Yukhananovy,#N/A,26,Mechanic,1255.18,36628.57,2836.38,15,1,19,982.98,250,1,24.55,301.44,247.65
Myles Neliganp,#N/A,40,Engineer,632.85,90894.08,7744.51,1,4,13,49.52,236,0,259.75,481.12,323.58
Myles Neliganp,#N/A,40,Engineer,942.49,90894.08,7744.51,1,4,10,49.52,237,0,259.75,121.48,633.22
Sineadg,#N/A,52,Manager,1344.67,108171.63,9095.3,7,3,9,461.19,353,0,145.87,276.05,737.61
Sineadg,#N/A,52,Manager,1400.28,108171.63,9095.3,7,3,9,461.19,354,0,145.87,220.44,793.22
Sineadg,#N/A,52,Manager,1507.54,108171.63,9095.3,7,3,9,461.19,356,0,145.87,103.18,900.48
Sineadg,#N/A,52,Manager,949.16,108171.63,9095.3,7,3,11,461.19,358,0,145.87,691.56,342.1
Adegokem,#N/A,18,Engineer,1746.94,164861.36,13461.45,11,0,5,455.55,220,0,0,294.75,1291.39
Adegokem,#N/A,18,Engineer,740.61,164861.36,13461.45,11,0,2,455.55,224,0,0,1341.08,285.06
Jessicaf,#N/A,30,Lawyer,700.45,18859.38,1360.62,5,4,17,330.26,162,1,40.29,45.87,329.9
Mortimerw,#N/A,25,Accountant,873.31,63010.84,5550.9,6,1,12,180.51,311,0,34.69,102.29,658.11
Carey Gillamn,#N/A,24,Mechanic,39177.55,22115.48,1830.96,1,2,10,510.55,266,0,38398,154.67,269
Carey Gillamn,#N/A,24,Mechanic,870.86,22115.48,1830.96,1,2,13,510.55,267,0,29.43,112.79,330.88
Carey Gillamn,#N/A,25,Mechanic,896.31,22115.48,1830.96,1,2,10,510.55,271,0,29.43,37.34,356.33
Raymondk,#N/A,47,Mechanic,1740.14,17098.88,1555.91,9,4,1359,1408.73,309,1,51.67,114.18,279.74
Raymondk,#N/A,47,Mechanic,1731.95,17098.88,1555.91,9,4,20,1408.73,316,1,51.67,122.37,271.55
Terry Baynesd,#N/A,41,Scientist,2866.78,17493.02,1587.75,18,9,18,2542.76,130,1,101.62,114.76,222.4
Terry Baynesd,#N/A,41,Scientist,2882.02,17493.02,1587.75,18,9,16,2542.76,131,1,101.62,89.51,237.64
Terry Baynesd,#N/A,41,Scientist,2828.81,17493.02,1587.75,18,9,16,2542.76,134,1,101.62,142.72,184.43
Karen Brettelli,#N/A,15,Scientist,2863.04,17075.64,1508.97,23,6,12,2577.15,237,1,82.7,145.01,203.19
Karen Brettelli,#N/A,15,Scientist,3062.04,17075.64,1399.53,23,6,11,2577.15,242,1,192.14,25.45,292.75
Paul Taylori,#N/A,33,Engineer,2435.71,156429.52,12955.79,3,2,8,1178.89,239,0,179.18,278.76,1077.64
Kevinl,#N/A,39,Scientist,2012.34,73905.76,6241.81,10,0,6,1344.31,320,0,0,236.15,668.03
Kevinl,#N/A,39,Scientist,1770.05,73905.76,6241.81,10,0,7,1344.31,321,0,0,478.44,425.74
Donnyr,#N/A,50,Teacher,2252.35,127430.52,10870.21,2,0,2,1039.71,301,0,0,114.39,1212.64
Marcus Sternm,#N/A,52,Accountant,3293.75,159058.44,12240.56,1,1,11,892.56,340,0,1247.05,311.7,1154.14
Marcus Sternm,#N/A,52,Accountant,3373.24,159058.44,12240.56,1,1,10,892.56,341,0,1247.05,232.22,1233.63
Martinne Gellerp,#N/A,34,Manager,2713.28,36068.94,3093.75,13,4,17,2208.99,228,1,89.07,55.09,415.22
Laurenn,#N/A,19,Manager,4511.1,59110.83,4799.9,28,8,21,4105.86,38,1,214.47,354.75,190.77
